,value
2997,132
2998,29
2999,9
3000,114
3001,89
3002,147
3003,81
3004,339
3005,65
3006,276
3007,96
3008,0
3009,0
3010,159
3011,0
3012,244
3013,91
3014,114
3015,177
3016,32
3017,507
3018,98
3019,409
3020,0
3021,268
3022,157
3023,46
3024,206
3025,0
3026,450
3027,109
3028,164
3029,65
3030,0
3031,130
3032,198
3033,306
3034,30
3035,462
3036,374
3037,381
3038,0
3039,0
3040,0
3041,21
3042,225
3043,373
3044,135
3045,166
3046,64
3047,56
3048,0
3049,255
3050,0
3051,22
3052,11
3053,166
3054,0
3055,66
3056,0
3057,17
3058,285
3059,147
3060,40
3061,40
3062,67
3063,85
3064,0
3065,305
3066,163
3067,0
3068,369
3069,326
3070,202
3071,235
3072,0
3073,128
3074,475
3075,43
3076,0
3077,289
3078,63
3079,61
3080,0
3081,26
3082,0
3083,254
3084,54
3085,244
3086,30
3087,40
3088,163
3089,181
3090,466
3091,20
3092,687
3093,4
3094,393
3095,44
3096,139
3097,83
3098,111
3099,25
3100,49
3101,12
3102,35
3103,109
3104,34
3105,51
3106,10
3107,37
3108,59
3109,0
3110,5
3111,23
3112,184
3113,134
3114,67
3115,106
3116,116
3117,0
3118,0
3119,56
3120,0
3121,36
3122,81
3123,67
3124,27
3125,234
3126,608
3127,783
3128,692
3129,132
3130,0
3131,20
3132,75
3133,425
3134,383
3135,19
3136,0
3137,42
3138,87
3139,188
3140,409
3141,340
3142,27
3143,80
3144,44
3145,118
3146,50
3147,114
3148,17
3149,0
3150,200
3151,0
3152,20
3153,514
3154,27
3155,64
3156,279
3157,49
3158,26
3159,27
3160,146
3161,30
3162,40
3163,159
3164,16
3165,110
3166,32
3167,54
3168,5
3169,260
3170,394
3171,0
3172,124
3173,284
3174,57
3175,0
3176,381
3177,40
3178,159
3179,205
3180,57
3181,94
3182,151
3183,0
3184,165
3185,18
3186,48
3187,15
3188,106
3189,175
3190,257
3191,29
3192,421
3193,42
3194,0
3195,69
3196,101
3197,197
3198,87
3199,98
3200,14
3201,149
3202,121
3203,112
3204,102
3205,283
3206,62
3207,345
3208,881
3209,140
3210,51
3211,105
3212,97
3213,120
3214,0
3215,127
3216,28
3217,0
3218,0
3219,0
3220,43
3221,51
3222,98
3223,53
3224,0
3225,46
3226,118
3227,329
3228,199
3229,247
3230,55
3231,452
3232,86
3233,63
3234,217
3235,86
3236,57
3237,181
3238,170
3239,114
3240,242
3241,101
3242,124
3243,22
3244,0
3245,63
3246,49
3247,150
3248,17
3249,97
3250,65
3251,92
3252,117
3253,80
3254,107
3255,126
3256,78
3257,171
3258,100
3259,124
3260,750
3261,179
3262,176
3263,37
3264,0
3265,158
3266,6
3267,765
3268,169
3269,203
3270,174
3271,192
3272,114
3273,0
3274,25
3275,179
3276,73
3277,137
3278,127
3279,0
3280,32
3281,327
3282,131
3283,175
3284,23
3285,0
3286,276
3287,44
3288,116
3289,31
3290,158
3291,229
3292,0
3293,55
3294,115
3295,108
3296,81
3297,0
3298,92
3299,92
3300,42
3301,25
3302,407
3303,100
3304,77
3305,92
3306,39
3307,0
3308,258
3309,98
3310,0
3311,0
3312,189
3313,177
3314,405
3315,3
3316,254
3317,37
3318,57
3319,104
3320,143
3321,0
3322,230
3323,129
3324,49
3325,0
3326,72
3327,46
3328,11
3329,0
3330,106
3331,305
3332,400
3333,149
3334,40
3335,378
3336,110
3337,84
3338,121
3339,304
3340,149
3341,188
3342,17
3343,41
3344,60
3345,0
3346,79
3347,16
3348,513
3349,237
3350,284
3351,229
3352,60
3353,0
3354,241
3355,23
3356,58
3357,8
3358,222
3359,221
3360,78
3361,332
3362,84
3363,63
3364,289
3365,5
3366,120
3367,188
3368,43
3369,22
3370,211
3371,310
3372,0
3373,23
3374,0
3375,281
3376,248
3377,0
3378,83
3379,278
3380,54
3381,0
3382,65
3383,0
3384,7
3385,21
3386,130
3387,99
3388,332
3389,174
3390,34
3391,51
3392,103
3393,146
3394,173
3395,391
3396,304
3397,349
3398,126
3399,36
3400,359
3401,61
3402,102
3403,74
3404,209
3405,153
3406,67
3407,79
3408,0
3409,0
3410,1164
3411,1010
3412,165
3413,683
3414,42
3415,86
3416,151
3417,239
3418,9
3419,238
3420,564
3421,0
3422,113
3423,4
3424,184
3425,0
3426,0
3427,22
3428,181
3429,0
3430,94
3431,21
3432,302
3433,295
3434,73
3435,381
3436,392
3437,6
3438,81
3439,123
3440,280
3441,196
3442,55
3443,258
3444,103
3445,63
3446,0
3447,78
3448,233
3449,203
3450,43
3451,1253
3452,7
3453,2
3454,0
3455,106
3456,0
3457,129
3458,98
3459,197
3460,249
3461,0
3462,121
3463,42
3464,205
3465,84
3466,0
3467,56
3468,0
3469,151
3470,94
3471,0
3472,158
3473,0
3474,185
3475,23
3476,0
3477,100
3478,229
3479,387
3480,41
3481,49
3482,41
3483,318
3484,20
3485,137
3486,81
3487,0
3488,0
3489,63
3490,171
3491,33
3492,95
3493,0
3494,0
3495,4
3496,176
3497,53
3498,166
3499,41
3500,111
3501,209
3502,187
3503,422
3504,137
3505,315
3506,109
3507,0
3508,325
3509,163
3510,681
3511,17
3512,0
3513,39
3514,0
3515,138
3516,32
3517,0
3518,136
3519,159
3520,41
3521,461
3522,43
3523,28
3524,0
3525,86
3526,71
3527,17
3528,155
3529,91
3530,79
3531,128
3532,129
3533,389
3534,108
3535,111
3536,160
3537,39
3538,10
3539,236
3540,147
3541,66
3542,46
3543,8
3544,360
3545,175
3546,6
3547,89
3548,60
3549,80
3550,189
3551,108
3552,38
3553,69
3554,0
3555,129
3556,213
3557,202
3558,149
3559,91
3560,47
3561,38
3562,206
3563,64
3564,147
3565,132
3566,233
3567,49
3568,56
3569,4
3570,115
3571,55
3572,65
3573,76
3574,72
3575,47
3576,543
3577,123
3578,64
3579,3
3580,51
3581,385
3582,568
3583,121
3584,316
3585,0
3586,45
3587,145
3588,154
3589,43
3590,191
3591,70
3592,116
3593,75
3594,95
3595,115
3596,191
3597,32
3598,282
3599,457
3600,0
3601,126
3602,103
3603,0
3604,0
3605,139
3606,180
3607,173
3608,110
3609,0
3610,31
3611,183
3612,162
3613,257
3614,33
3615,267
3616,190
3617,35
3618,69
3619,0
3620,160
3621,185
3622,0
3623,92
3624,0
3625,18
3626,42
3627,92
3628,124
3629,82
3630,60
3631,117
3632,117
3633,85
3634,175
3635,48
3636,41
3637,263
3638,21
3639,1
3640,10
3641,116
3642,89
3643,57
3644,44
3645,0
3646,38
3647,63
3648,208
3649,135
3650,292
3651,35
3652,534
3653,73
3654,240
3655,36
3656,56
3657,77
3658,63
3659,38
3660,71
3661,232
3662,71
3663,17
3664,35
3665,203
3666,277
3667,42
3668,42
3669,55
3670,0
3671,45
3672,601
3673,129
3674,163
3675,206
3676,166
3677,86
3678,43
3679,120
3680,80
3681,105
3682,34
3683,21
3684,241
3685,71
3686,337
3687,301
3688,28
3689,124
3690,76
3691,138
3692,298
3693,142
3694,33
3695,108
3696,26
3697,103
3698,89
3699,40
3700,55
3701,317
3702,388
3703,49
3704,199
3705,614
3706,69
3707,0
3708,404
3709,78
3710,759
3711,8
3712,197
3713,80
3714,199
3715,442
3716,142
3717,118
3718,223
3719,413
3720,85
3721,186
3722,403
3723,13
3724,24
3725,106
3726,91
3727,0
3728,26
3729,0
3730,8
3731,0
3732,0
3733,70
3734,20
3735,143
3736,16
3737,0
3738,115
3739,82
3740,187
3741,63
3742,85
3743,110
3744,0
3745,0
3746,3
3747,0
3748,70
3749,145
3750,359
3751,19
3752,0
3753,79
3754,175
3755,62
3756,62
3757,53
3758,22
3759,43
3760,51
3761,61
3762,43
3763,83
3764,141
3765,513
3766,943
3767,325
3768,0
3769,115
3770,174
3771,0
3772,112
3773,177
3774,113
3775,187
3776,111
3777,142
3778,0
3779,121
3780,0
3781,0
3782,332
3783,70
3784,271
3785,140
3786,44
3787,24
3788,470
3789,52
3790,469
3791,512
3792,180
3793,112
3794,145
3795,135
3796,151
3797,100
3798,124
3799,108
3800,121
3801,284
3802,298
3803,141
3804,594
3805,718
3806,0
3807,294
3808,0
3809,0
3810,0
3811,0
3812,0
3813,0
3814,0
3815,1239
3816,419
3817,309
3818,864
3819,444
3820,1025
3821,677
3822,85
3823,208
3824,437
3825,125
3826,425
3827,296
3828,256
3829,158
3830,0
3831,0
3832,0
3833,233
3834,47
3835,106
3836,0
3837,69
3838,0
3839,0
3840,48
3841,10
3842,0
3843,80
3844,38
3845,340
3846,55
3847,417
3848,525
3849,793
3850,110
3851,0
3852,0
3853,32
3854,379
3855,90
3856,0
3857,22
3858,40
3859,30
3860,0
3861,84
3862,79
3863,25
3864,67
3865,87
3866,26
3867,158
3868,91
3869,19
3870,47
3871,27
3872,63
3873,133
3874,99
3875,106
3876,25
3877,0
3878,13
3879,63
3880,296
3881,356
3882,14
3883,129
3884,43
3885,78
3886,0
3887,0
3888,0
3889,0
3890,0
3891,129
3892,2
3893,16
3894,44
3895,0
3896,0
3897,0
3898,20
3899,0
3900,0
3901,0
3902,65
3903,0
3904,3
3905,9
3906,0
3907,0
3908,0
3909,0
3910,0
3911,0
3912,0
3913,0
3914,0
3915,277
3916,95
3917,215
3918,119
3919,238
3920,99
3921,592
3922,39
3923,134
3924,308
3925,29
3926,3
3927,0
3928,203
3929,235
3930,0
3931,413
3932,110
3933,256
3934,0
3935,185
3936,0
3937,0
3938,117
3939,144
3940,217
3941,35
3942,219
3943,49
3944,203
3945,62
3946,347
3947,188
3948,25
3949,36
3950,24
3951,0
3952,25
3953,1137
3954,41
3955,69
3956,94
3957,47
3958,20
3959,86
3960,17
3961,19
3962,8
3963,102
3964,57
3965,63
3966,43
3967,165
3968,225
3969,184
3970,103
3971,265
3972,107
3973,165
3974,498
3975,0
3976,82
3977,261
3978,0
3979,0
3980,0
3981,44
3982,62
3983,0
3984,0
3985,0
3986,92
3987,296
3988,0
3989,0
3990,58
3991,67
3992,24
3993,122
3994,0
3995,280
3996,0
3997,0
3998,32
3999,12
4000,50
4001,19
4002,33
4003,125
4004,58
4005,42
4006,32
4007,41
4008,157
4009,101
4010,116
4011,87
4012,25
4013,0
4014,5
4015,57
4016,23
4017,66
4018,326
4019,215
4020,40
4021,0
4022,14
4023,14
4024,14
4025,91
4026,260
4027,97
4028,89
4029,91
4030,152
4031,0
4032,0
4033,26
4034,30
4035,25
4036,10
4037,28
4038,8
4039,164
4040,0
4041,165
4042,42
4043,165
4044,0
4045,2
4046,200
4047,3
4048,0
4049,0
4050,10
4051,0
4052,4
4053,159
4054,0
4055,37
4056,36
4057,0
4058,6
4059,101
4060,29
4061,98
4062,77
4063,0
4064,137
4065,0
4066,0
4067,29
4068,29
4069,55
4070,191
4071,214
4072,180
4073,192
4074,201
4075,50
4076,79
4077,133
4078,0
4079,94
4080,265
4081,130
4082,73
4083,387
4084,61
4085,14
4086,174
4087,152
4088,0
4089,0
4090,0
4091,0
4092,0
4093,176
4094,510
4095,119
4096,104
4097,241
4098,280
4099,0
4100,255
4101,1065
4102,443
4103,66
4104,64
4105,6
4106,0
4107,0
4108,230
4109,2
4110,12
4111,0
4112,0
4113,0
4114,0
4115,372
4116,66
4117,56
4118,70
4119,232
4120,0
4121,0
4122,153
4123,156
4124,58
4125,0
4126,10
4127,52
4128,63
4129,75
4130,235
4131,62
4132,26
4133,143
4134,154
4135,0
4136,26
4137,26
4138,61
4139,9
4140,45
4141,193
4142,40
4143,528
4144,204
4145,291
4146,60
4147,75
4148,0
4149,0
4150,0
4151,0
4152,0
4153,0
4154,0
4155,183
4156,154
4157,155
4158,102
4159,155
4160,134
4161,159
4162,240
4163,114
4164,111
4165,155
4166,108
4167,0
4168,0
4169,313
4170,0
4171,0
4172,123
4173,0
4174,0
4175,75
4176,0
4177,68
4178,190
4179,0
4180,0
4181,260
4182,207
4183,111
4184,108
4185,180
4186,99
4187,86
4188,156
4189,76
4190,230
4191,85
4192,74
4193,65
4194,40
4195,87
4196,154
4197,194
4198,0
4199,21
4200,207
4201,61
4202,105
4203,117
4204,0
4205,0
4206,0
4207,10
4208,160
4209,31
4210,10
4211,0
4212,0
4213,41
4214,352
4215,18
4216,125
4217,0
4218,60
4219,51
4220,55
4221,47
4222,50
4223,22
4224,69
4225,74
4226,21
4227,0
4228,75
4229,226
4230,65
4231,196
4232,0
4233,268
4234,217
4235,72
4236,455
4237,33
4238,135
4239,0
4240,215
4241,73
4242,236
4243,222
4244,487
4245,516
4246,390
4247,259
4248,620
4249,267
4250,199
4251,126
4252,807
4253,0
4254,148
4255,107
4256,491
4257,161
4258,228
4259,0
4260,160
4261,7
4262,51
4263,289
4264,323
4265,253
4266,649
4267,338
4268,115
4269,428
4270,389
4271,87
4272,20
4273,53
4274,49
4275,0
4276,0
4277,56
4278,419
4279,308
4280,32
4281,71
4282,121
4283,101
4284,139
4285,159
4286,0
4287,0
4288,0
4289,37
4290,103
4291,0
4292,216
4293,134
4294,461
4295,0
4296,0
4297,17
4298,14
4299,21
4300,79
4301,53
4302,0
4303,49
4304,0
4305,0
4306,0
4307,0
4308,0
4309,0
4310,107
4311,0
4312,0
4313,0
4314,53
4315,0
4316,61
4317,3
4318,160
4319,0
4320,0
4321,229
4322,262
4323,0
4324,573
4325,134
4326,174
4327,464
4328,121
4329,270
4330,291
4331,162
4332,344
4333,410
4334,254
4335,225
4336,103
4337,152
4338,277
4339,714
4340,280
4341,431
4342,266
4343,360
4344,0
4345,288
4346,207
4347,193
4348,294
4349,250
4350,145
4351,253
4352,508
4353,0
4354,107
4355,222
4356,177
4357,436
4358,557
4359,0
4360,160
4361,194
4362,134
4363,46
4364,0
4365,0
4366,289
4367,0
4368,75
4369,35
4370,31
4371,17
4372,16
4373,53
4374,42
4375,142
4376,49
4377,38
4378,34
4379,174
4380,107
4381,68
4382,113
4383,75
4384,36
4385,43
4386,0
4387,50
4388,146
4389,61
4390,34
4391,96
4392,0
4393,231
4394,30
4395,130
4396,193
4397,341
4398,647
4399,314
4400,0
4401,176
4402,250
4403,302
4404,0
4405,229
4406,106
4407,60
4408,253
4409,459
4410,60
4411,270
4412,527
4413,0
4414,75
4415,217
4416,0
4417,129
4418,246
4419,450
4420,127
4421,112
4422,0
4423,309
4424,219
4425,27
4426,298
4427,310
4428,161
4429,207
4430,0
4431,35
4432,242
4433,90
4434,123
4435,200
4436,81
4437,15
4438,69
4439,0
4440,151
4441,0
4442,0
4443,0
4444,0
4445,0
4446,0
4447,186
4448,85
4449,0
4450,291
4451,74
4452,49
4453,208
4454,177
4455,0
4456,0
4457,69
4458,87
4459,10
4460,78
4461,0
4462,137
4463,192
4464,16
4465,159
4466,136
4467,129
4468,119
4469,417
4470,70
4471,83
4472,3
4473,131
4474,0
4475,28
4476,958
4477,77
4478,184
4479,178
4480,92
4481,0
4482,0
4483,0
4484,190
4485,265
4486,0
4487,164
4488,125
4489,216
4490,125
4491,319
4492,0
4493,0
4494,0
4495,0
4496,76
4497,161
4498,69
4499,66
4500,73
4501,0
4502,54
4503,169
4504,284
4505,0
4506,369
4507,0
4508,595
4509,185
4510,139
4511,78
4512,262
4513,59
4514,194
4515,0
4516,11
4517,103
4518,29
4519,256
4520,123
4521,0
4522,388
4523,448
4524,164
4525,219
4526,131
4527,0
4528,0
4529,226
4530,0
4531,380
4532,108
4533,133
4534,0
4535,0
4536,188
4537,0
4538,36
4539,0
4540,152
4541,292
4542,666
4543,133
4544,279
4545,0
4546,0
4547,46
4548,64
4549,278
4550,46
4551,137
4552,146
4553,288
4554,403
4555,456
4556,242
4557,230
4558,193
4559,304
4560,86
4561,31
4562,0
4563,246
4564,0
4565,217
4566,350
4567,0
4568,0
4569,419
4570,0
4571,0
4572,2
4573,11
4574,127
4575,429
4576,72
4577,390
4578,0
4579,0
4580,0
4581,0
4582,0
4583,0
4584,0
4585,222
4586,0
4587,0
4588,242
4589,89
4590,0
4591,0
4592,35
4593,77
4594,69
4595,343
4596,69
4597,528
4598,0
4599,306
4600,190
4601,0
4602,0
4603,0
4604,159
4605,0
4606,0
4607,0
4608,176
4609,277
4610,562
4611,203
4612,26
4613,171
4614,0
4615,627
4616,396
4617,561
4618,18
4619,120
4620,418
4621,0
4622,0
4623,0
4624,0
4625,0
4626,53
4627,244
4628,21
4629,245
4630,168
4631,125
4632,0
4633,0
4634,118
4635,252
4636,49
4637,313
4638,114
4639,0
4640,190
4641,90
4642,176
4643,0
4644,172
4645,193
4646,218
4647,157
4648,374
4649,0
4650,2
4651,174
4652,54
4653,21
4654,31
4655,228
4656,122
4657,49
4658,479
4659,36
4660,85
4661,5
4662,0
4663,0
4664,0
4665,0
4666,0
4667,0
4668,0
4669,0
4670,0
4671,0
4672,0
4673,0
4674,0
4675,0
4676,0
4677,0
4678,0
4679,0
4680,0
4681,97
4682,277
4683,276
4684,238
4685,0
4686,75
4687,0
4688,0
4689,44
4690,0
4691,0
4692,0
4693,0
4694,147
4695,328
4696,196
4697,137
4698,209
4699,0
4700,204
4701,155
4702,66
4703,129
4704,104
4705,34
4706,0
4707,472
4708,0
4709,59
4710,0
4711,821
4712,307
4713,98
4714,502
4715,78
4716,84
4717,41
4718,132
4719,0
4720,44
4721,259
4722,0
4723,0
4724,170
4725,0
4726,0
4727,661
4728,0
4729,875
4730,0
4731,0
4732,0
4733,321
4734,174
4735,0
4736,0
4737,0
4738,97
4739,0
4740,356
4741,0
4742,30
4743,211
4744,104
4745,56
4746,175
4747,95
4748,286
4749,0
4750,240
4751,0
4752,155
4753,0
4754,0
4755,103
4756,0
4757,220
4758,252
4759,294
4760,367
4761,0
4762,137
4763,294
4764,186
4765,0
4766,134
4767,0
4768,0
4769,0
4770,0
4771,0
4772,243
4773,305
4774,0
4775,0
4776,532
4777,784
4778,178
4779,125
4780,85
4781,0
4782,16
4783,138
4784,119
4785,299
4786,409
4787,0
4788,234
4789,326
4790,266
4791,173
4792,37
4793,110
4794,243
4795,26
4796,130
4797,134
4798,176
4799,0
4800,318
4801,154
4802,0
4803,0
4804,0
4805,0
4806,0
4807,0
4808,227
4809,0
4810,33
4811,72
4812,3
4813,0
4814,60
4815,239
4816,86
4817,93
4818,77
4819,67
4820,243
4821,154
4822,187
4823,32
4824,74
4825,170
4826,59
4827,0
4828,130
4829,0
4830,51
4831,298
4832,84
4833,385
4834,72
4835,142
4836,139
4837,23
4838,8
4839,199
4840,108
4841,207
4842,0
4843,0
4844,0
4845,295
4846,412
4847,127
4848,67
4849,0
4850,0
4851,0
4852,0
4853,0
4854,0
4855,0
4856,0
4857,0
4858,0
4859,0
4860,0
4861,57
4862,293
4863,0
4864,0
4865,3
4866,11
4867,48
4868,119
4869,159
4870,226
4871,224
4872,0
4873,181
4874,43
4875,19
4876,48
4877,5
4878,0
4879,75
4880,33
4881,28
4882,14
4883,37
4884,44
4885,42
4886,37
4887,53
4888,46
4889,42
4890,46
4891,191
4892,256
4893,0
4894,0
4895,77
4896,328
4897,136
4898,0
4899,81
4900,274
4901,354
4902,118
4903,121
4904,0
4905,81
4906,486
4907,282
4908,331
4909,0
4910,523
4911,251
4912,25
4913,99
4914,0
4915,73
4916,29
4917,253
4918,263
4919,4
4920,158
4921,11
4922,0
4923,74
4924,0
4925,0
4926,200
4927,172
4928,0
4929,0
4930,141
4931,0
4932,823
4933,112
4934,232
4935,232
4936,0
4937,0
4938,204
4939,126
4940,79
4941,495
4942,54
4943,406
4944,3
4945,16
4946,78
4947,184
4948,28
4949,244
4950,128
4951,212
4952,11
4953,33
4954,256
4955,86
4956,166
4957,224
4958,150
4959,59
4960,118
4961,15
4962,0
4963,365
4964,124
4965,26
4966,332
4967,116
4968,0
4969,11
4970,108
4971,100
4972,426
4973,72
4974,240
4975,119
4976,0
4977,108
4978,697
4979,0
4980,58
4981,267
4982,234
4983,313
4984,259
4985,335
4986,71
4987,36
4988,0
4989,13
4990,44
4991,600
4992,48
4993,82
4994,388
4995,0
4996,0
4997,0
4998,234
4999,302
5000,259
5001,66
5002,767
5003,108
5004,62
5005,569
5006,451
5007,105
5008,0
5009,17
5010,0
5011,180
5012,0
5013,144
5014,121
5015,273
5016,107
5017,742
5018,595
5019,40
5020,400
5021,3
5022,0
5023,0
5024,91
5025,0
5026,59
5027,569
5028,156
5029,56
5030,72
5031,66
5032,0
5033,243
5034,408
5035,274
5036,129
5037,270
5038,324
5039,0
5040,21
5041,78
5042,310
5043,425
5044,0
5045,99
5046,126
5047,159
5048,0
5049,0
5050,103
5051,85
5052,385
5053,139
5054,150
5055,0
5056,183
5057,112
5058,67
5059,228
5060,0
5061,0
5062,105
5063,422
5064,57
5065,103
5066,66
5067,239
5068,290
5069,0
5070,223
5071,0
5072,376
5073,95
5074,199
5075,239
5076,220
5077,483
5078,254
5079,162
5080,876
5081,38
5082,186
5083,101
5084,276
5085,307
5086,0
5087,0
5088,653
5089,287
5090,99
5091,183
5092,998
5093,0
5094,55
5095,57
5096,0
5097,0
5098,133
5099,87
5100,124
5101,0
5102,382
5103,3
5104,117
5105,26
5106,406
5107,584
5108,386
5109,0
5110,0
5111,0
5112,0
5113,233
5114,0
5115,12
5116,276
5117,109
5118,94
5119,317
5120,333
5121,198
5122,0
5123,511
5124,104
5125,266
5126,21
5127,68
5128,151
5129,95
5130,510
5131,62
5132,43
5133,0
5134,141
5135,312
5136,364
5137,99
5138,21
5139,35
5140,257
5141,82
5142,200
5143,115
5144,235
5145,123
5146,344
5147,0
5148,26
5149,160
5150,320
5151,160
5152,200
5153,0
5154,98
5155,0
5156,206
5157,0
5158,4
5159,55
5160,0
5161,133
5162,235
5163,0
5164,149
5165,118
5166,79
5167,609
5168,200
5169,220
5170,0
5171,205
5172,2
5173,239
5174,168
5175,145
5176,41
5177,0
5178,3
5179,0
5180,34
5181,0
5182,224
5183,182
5184,157
5185,90
5186,118
5187,150
5188,63
5189,86
5190,69
5191,228
5192,89
5193,102
5194,518
5195,69
5196,76
5197,642
5198,260
5199,160
5200,188
5201,371
5202,395
5203,188
5204,379
5205,0
5206,96
5207,0
5208,113
5209,0
5210,880
5211,309
5212,279
5213,186
5214,254
5215,0
5216,64
5217,0
5218,53
5219,0
5220,228
5221,669
5222,0
5223,260
5224,82
5225,311
5226,84
5227,0
5228,0
5229,219
5230,100
5231,95
5232,0
5233,302
5234,124
5235,203
5236,233
5237,113
5238,110
5239,598
5240,172
5241,112
5242,365
5243,30
5244,165
5245,198
5246,0
5247,371
5248,160
5249,71
5250,417
5251,97
5252,299
5253,314
5254,0
5255,141
5256,171
5257,271
5258,685
5259,0
5260,389
5261,224
5262,161
5263,227
5264,74
5265,252
5266,0
5267,314
5268,74
5269,0
5270,48
5271,102
5272,166
5273,46
5274,72
5275,0
5276,860
5277,0
5278,92
5279,33
5280,0
5281,108
5282,382
5283,616
5284,0
5285,0
5286,50
5287,422
5288,0
5289,328
5290,0
5291,0
5292,670
5293,0
5294,731
5295,4
5296,72
5297,0
5298,157
5299,190
5300,13
5301,264
5302,0
5303,0
5304,0
5305,268
5306,0
5307,124
5308,0
5309,67
5310,114
5311,0
5312,0
5313,342
5314,299
5315,108
5316,106
5317,114
5318,259
5319,161
5320,40
5321,145
5322,320
5323,564
5324,37
5325,198
5326,276
5327,105
5328,219
5329,19
5330,206
5331,627
5332,81
5333,87
5334,93
5335,152
5336,128
5337,76
5338,0
5339,99
5340,324
5341,0
5342,0
5343,174
5344,0
5345,57
5346,214
5347,0
5348,159
5349,47
5350,0
5351,545
5352,68
5353,213
5354,0
5355,0
5356,55
5357,0
5358,159
5359,1027
5360,160
5361,264
5362,138
5363,46
5364,126
5365,0
5366,86
5367,101
5368,0
5369,117
5370,175
5371,0
5372,334
5373,0
5374,576
5375,116
5376,11
5377,262
5378,50
5379,430
5380,128
5381,278
5382,281
5383,33
5384,0
5385,0
5386,0
5387,213
5388,285
5389,138
5390,169
5391,279
5392,24
5393,37
5394,423
5395,138
5396,190
5397,86
5398,0
5399,92
5400,147
5401,301
5402,125
5403,0
5404,108
5405,17
5406,90
5407,818
5408,243
5409,350
5410,87
5411,434
5412,191
5413,834
5414,86
5415,162
5416,108
5417,418
5418,259
5419,36
5420,0
5421,323
5422,183
5423,58
5424,291
5425,100
5426,129
5427,184
5428,51
5429,498
5430,112
5431,233
5432,36
5433,1388
5434,123
5435,259
5436,81
5437,0
5438,299
5439,150
5440,196
5441,405
5442,11
5443,0
5444,0
5445,683
5446,41
5447,0
5448,208
5449,198
5450,148
5451,145
5452,110
5453,77
5454,405
5455,0
5456,404
5457,0
5458,139
5459,311
5460,164
5461,139
5462,504
5463,69
5464,81
5465,543
5466,193
5467,693
5468,306
5469,0
5470,110
5471,374
5472,0
5473,46
5474,61
5475,78
5476,161
5477,84
5478,732
5479,97
5480,256
5481,0
5482,0
5483,399
5484,36
5485,206
5486,139
5487,699
5488,76
5489,95
5490,42
5491,224
5492,252
5493,96
5494,175
5495,121
5496,184
5497,126
5498,331
5499,163
5500,0
5501,130
5502,52
5503,301
5504,451
5505,0
5506,0
5507,525
5508,32
5509,203
5510,0
5511,0
5512,144
5513,281
5514,155
5515,223
5516,450
5517,223
5518,0
5519,296
5520,56
5521,520
5522,447
5523,83
5524,106
5525,365
5526,281
5527,135
5528,112
5529,98
5530,0
5531,0
5532,63
5533,35
5534,125
5535,27
5536,859
5537,48
5538,131
5539,0
5540,0
5541,106
5542,277
5543,292
5544,126
5545,395
5546,217
5547,0
5548,377
5549,0
5550,935
5551,425
5552,0
5553,7
5554,29
5555,0
5556,6
5557,350
5558,277
5559,77
5560,0
5561,0
5562,262
5563,0
5564,98
5565,328
5566,686
5567,47
5568,228
5569,36
5570,161
5571,0
5572,808
5573,49
5574,181
5575,141
